Molecule         Charge     2S frozen            E_HF (Eh)          E_CCSD (Eh)       E_CCSD(T) (Eh)         E_AFQMC (Eh)     E_AFQMC ERR (Eh) 
----------------------------------------------------------------------------------------------------
ch4                   0      0      1       -40.1852147545       -40.3422906731       -40.3447557139      -40.3451790000         0.0000610000 
chf3                  0      0      4      -336.7860823888      -337.4822048429      -337.4950252069     -337.4969480000         0.0002530000 
cis-c2f2cl2           0      0     14     -1193.5627039805     -1194.4915021883     -1194.5174523586    -1194.5198180000         0.0004500000 
cl2                   0      0     10      -918.9609353931      -919.2569519889      -919.2632424687     -919.2642840000         0.0000900000 
cl2o                  0      0     11      -993.7134274389      -994.2026311483      -994.2163017685     -994.2176020000         0.0002310000 
clcn                  0      0      7      -551.7885668531      -552.2199559622      -552.2367016992     -552.2374650000         0.0002890000 
clcof                 0      0      8      -671.6816527565      -672.3250062951      -672.3435657533     -672.3455850000         0.0002850000 
clf                   0      0      6      -558.8442447791      -559.1867639423      -559.1933722320     -559.1944360000         0.0001430000 
clf3                  0      0      8      -757.5091353977      -758.2612457072      -758.2800536539     -758.2821440000         0.0004170000 
clf5                  0      0     10      -956.1548503350      -957.3235390654      -957.3551963637     -957.3582430000         0.0005070000 
clno                  0      0      7      -588.7187149192      -589.2216865458      -589.2429018403     -589.2462980000         0.0004400000 
cloocl                0      0     12     -1068.4782780137     -1069.1643460531     -1069.1863125332    -1069.1886260000         0.0005080000 
co                    0      0      2      -112.7489702114      -113.0438574180      -113.0545921004     -113.0548710000         0.0003240000 
co2                   0      0      3      -187.6506108495      -188.1296264862      -188.1476922935     -188.1489870000         0.0003090000 
cs                    0      0      6      -435.3294950590      -435.5903110167      -435.6046735493     -435.6041660000         0.0003120000 
cs2                   0      0     11      -832.9259277383      -833.3306292055      -833.3532883207     -833.3533830000         0.0004720000 
cyclobutadiene        0      0      4      -153.6698298922      -154.1741740957      -154.1952925551     -154.2033560000         0.0002590000 
cyclobutane           0      0      4      -156.0821084262      -156.6470707012      -156.6633984815     -156.6649770000         0.0001490000 
cyclobutene           0      0      4      -154.8924836050      -155.4385597367      -155.4575695850     -155.4595620000         0.0003340000 
cyclopentadiene       0      0      5      -192.7914823338      -193.4560870213      -193.4824393658     -193.4860500000         0.0002400000 
cyclopropane          0      0      3      -117.0467519826      -117.4682201020      -117.4800267943     -117.4809100000         0.0001160000 
cyclopropene          0      0      3      -115.8187786626      -116.2239052818      -116.2386898612     -116.2396520000         0.0002260000 
dioxetan2one          0      0      5      -301.4890591274      -302.2915585699      -302.3177586302     -302.3203070000         0.0003660000 
dioxetane             0      0      4      -227.7323068535      -228.3680603004      -228.3851850029     -228.3871650000         0.0001970000 
dioxirane             0      0      3      -188.6107807856      -189.1229715244      -189.1395820379     -189.1411880000         0.0002430000 
dithiotane            0      0     12      -873.0829429074      -873.6406308785      -873.6591606610     -873.6610500000         0.0002060000 
ethanol               0      0      3      -154.0652253738      -154.5412694695      -154.5513573007     -154.5525880000         0.0001270000 
f2                    0      0      2      -198.6958686951      -199.0872431881      -199.0964392005     -199.0989490000         0.0001970000 
f2co                  0      0      4      -311.6339238439      -312.3140306552      -312.3310491990     -312.3326160000         0.0003580000 
f2o                   0      0      3      -273.4638146541      -274.0553511225      -274.0712749975     -274.0729180000         0.0003130000 
fccf                  0      0      4      -274.4764742831      -275.1028884100      -275.1209754475     -275.1228470000         0.0003270000 
fno                   0      0      3      -228.6329935201      -229.1834442005      -229.2036963138     -229.2041630000         0.0005320000 
foof                  0      0      4      -348.2590180438      -349.0198242708      -349.0489633102     -349.0598620000         0.0003900000 
formamide             0      0      3      -168.9310156335      -169.4135054701      -169.4275040914     -169.4289400000         0.0003530000 
formic-anhydride      0      0      5      -301.4980793676      -302.2998055739      -302.3266102833     -302.3290960000         0.0005320000 
formic                0      0      3      -188.7668336599      -189.2656573996      -189.2797401000     -189.2813390000         0.0002410000 
furan                 0      0      5      -228.6287674709      -229.3391327774      -229.3669243682     -229.3694200000         0.0004640000 
glyoxal               0      0      4      -226.6030937374      -227.2237357502      -227.2446017707     -227.2462340000         0.0003670000 
h2                    0      0      0        -1.1245833245        -1.1480520483        -1.1480520483       -1.1480540000         0.0000040000 
h2co                  0      0      2      -113.8692106084      -114.1876064136      -114.1968858489     -114.1974070000         0.0001840000 
h2o                   0      0      1       -76.0031565137       -76.2013574148       -76.2031168323      -76.2037580000         0.0000660000 
h2s                   0      0      5      -398.6847738882      -398.8347812921      -398.8372802323     -398.8378200000         0.0000320000 
hccf                  0      0      3      -175.6517807233      -176.0966703995      -176.1110552130     -176.1121530000         0.0003450000 
hcl                   0      0      5      -460.0815513947      -460.2362491568      -460.2380738391     -460.2385560000         0.0000300000 
hclo4                 0      0      9      -759.0681943307      -759.9763755318      -760.0061523177     -760.0089870000         0.0004280000 
hcn                   0      0      2       -92.8786012481       -93.1675133732       -93.1791620954      -93.1793700000         0.0002420000 
hcno                  0      0      3      -167.6374461417      -168.1243156815      -168.1464158203     -168.1478470000         0.0005510000 
hcof                  0      0      3      -212.7586381612      -213.2589317061      -213.2724782451     -213.2732990000         0.0002160000 
hf                    0      0      1      -100.0020000128      -100.2022809405      -100.2035300534     -100.2040160000         0.0000530000 
hnc                   0      0      2       -92.8586628584       -93.1403625281       -93.1513768192      -93.1515690000         0.0001990000 
hnco                  0      0      3      -167.7709029634      -168.2359312361      -168.2542361492     -168.2551150000         0.0003630000 
hnnn                  0      0      3      -163.8483281419      -164.3441351624      -164.3671548410     -164.3684550000         0.0006370000 
hno                   0      0      2      -129.7978372774      -130.1468006769      -130.1576153707     -130.1598470000         0.0001930000 
hocl                  0      0      6      -534.8615521222      -535.2027472040      -535.2098237771     -535.2107300000         0.0001600000 
hoclo                 0      0      7      -609.5655019536      -610.1038142138      -610.1207088084     -610.1222160000         0.0002860000 
hoclo2                0      0      8      -684.3120804128      -685.0416180164      -685.0666245885     -685.0695080000         0.0005400000 
hocn                  0      0      3      -167.7270380622      -168.1950621468      -168.2112787070     -168.2125730000         0.0002910000 
hof                   0      0      2      -174.7331463444      -175.1254009264      -175.1336110100     -175.1346480000         0.0001930000 
honc                  0      0      3      -167.6330859681      -168.1028235536      -168.1195340535     -168.1201710000         0.0003080000 
hooh                  0      0      2      -150.7621812676      -151.1498840792      -151.1576796522     -151.1586760000         0.0001870000 
ketene                0      0      3      -151.7319381154      -152.1719959057      -152.1883035636     -152.1896380000         0.0003500000 
methanol              0      0      2      -115.0281958477      -115.3630905314      -115.3691522973     -115.3701750000         0.0001300000 
n-butane              0      0      4      -157.2791080737      -157.8592635885      -157.8738302920     -157.8755970000         0.0001760000 
n-pentane             0      0      5      -196.3107963531      -197.0326922837      -197.0514538342     -197.0533240000         0.0001740000 
n2                    0      0      2      -108.9537505521      -109.2635991674      -109.2755415384     -109.2759720000         0.0003030000 
n2h4                  0      0      2      -111.1622935508      -111.5111144587      -111.5177869758     -111.5189740000         0.0001650000 
n2o                   0      0      3      -183.6953963633      -184.2089310872      -184.2330968908     -184.2335100000         0.0005850000 
n2o4                  0      0      6      -408.0754218395      -409.1713239746      -409.2229717517     -409.2288500000         0.0007910000 
nccn                  0      0      4      -184.6059817005      -185.1625808580      -185.1894391018     -185.1928680000         0.0005790000 
nh2cl                 0      0      6      -515.0599140401      -515.3838442113      -515.3908212565     -515.3918580000         0.0001290000 
nh2f                  0      0      2      -154.9586622264      -155.3266791378      -155.3335468879     -155.3346330000         0.0001650000 
nh2oh                 0      0      2      -130.9742129106      -131.3409371093      -131.3478893489     -131.3492810000         0.0001910000 
nh3                   0      0      1       -56.1760976909       -56.3591349097       -56.3614488385      -56.3620790000         0.0000840000 
o3                    0      0      3      -224.3535559823      -224.8798715413      -224.9008449259     -224.9128630000         0.0003170000 
ocs                   0      0      7      -510.2906138039      -510.7317793529      -510.7518238113     -510.7523300000         0.0003940000 
oxadiazole            0      0      5      -260.5607650932      -261.3346233486      -261.3692697118     -261.3733590000         0.0004940000 
oxetane               0      0      4      -191.9020811694      -192.5027738516      -192.5195030543     -192.5213530000         0.0001950000 
oxirane               0      0      3      -152.8631970280      -153.3250452070      -153.3380953710     -153.3398520000         0.0002140000 
oxirene               0      0      3      -151.5875484673      -152.0367448540      -152.0536303372     -152.0558220000         0.0002920000 
p2                    0      0     10      -681.4740527728      -681.7088495554      -681.7221623016     -681.7255660000         0.0002240000 
p4                    0      0     20     -1362.9884655041     -1363.4706954838     -1363.4991078124    -1363.5016110000         0.0003200000 
pf3                   0      0      8      -639.1379505003      -639.8178774769      -639.8304469130     -639.8323200000         0.0002470000 
pf5                   0      0     10      -838.0479315539      -839.1080437955      -839.1257250475     -839.1283540000         0.0002880000 
ph3                   0      0      5      -342.4626189300      -342.5990015981      -342.6018634601     -342.6024520000         0.0000360000 
propane               0      0      3      -118.2474165618      -118.6858575191      -118.6962484316     -118.6973940000         0.0001290000 
propene               0      0      3      -117.0622262998      -117.4816590020      -117.4942904476     -117.4952730000         0.0001570000 
propyne               0      0      3      -115.8605212169      -116.2617414066      -116.2762765387     -116.2767030000         0.0001780000 
pyrrole               0      0      5      -208.8073400507      -209.5031303622      -209.5305751324     -209.5331490000         0.0002740000 
s2o                   0      0     11      -869.8608424501      -870.3197645577      -870.3408635584     -870.3463840000         0.0003970000 
s3                    0      0     15     -1192.5674798372     -1192.9686520496     -1192.9877048990    -1192.9954870000         0.0002380000 
s4-c2v                0      0     20     -1590.0972311920     -1590.6404749876     -1590.6652140412    -1590.6763010000         0.0004080000 
sf6                   0      0     11      -994.0059786891      -995.2988720072      -995.3231836679     -995.3266170000         0.0004730000 
si2h6                 0      0     10      -581.3263605399      -581.5368172573      -581.5421869553     -581.5435410000         0.0000530000 
sif4                  0      0      9      -686.9340376999      -687.7727384437      -687.7852046336     -687.7877180000         0.0002530000 
sih3f                 0      0      6      -390.1544836754      -390.4426527621      -390.4471799918     -390.4481630000         0.0000850000 
sih4                  0      0      5      -291.2345156891      -291.3441728420      -291.3463113501     -291.3469510000         0.0000240000 
silole                0      0      9      -443.8523555840      -444.4717844421      -444.4973985735     -444.5015650000         0.0002820000 
sio                   0      0      6      -363.7897744128      -364.0690899027      -364.0808352666     -364.0799620000         0.0004010000 
so2                   0      0      7      -547.1797707822      -547.6942230500      -547.7142929114     -547.7163810000         0.0003070000 
so3                   0      0      8      -621.9922219364      -622.6849409560      -622.7099720306     -622.7127960000         0.0004230000 
t-butadiene           0      0      4      -154.9173370879      -155.4537288095      -155.4736109112     -155.4772750000         0.0003190000 
t-hcoh                0      0      2      -113.7878306073      -114.0988022565      -114.1067573634     -114.1082740000         0.0001790000 
t-hono                0      0      3      -204.6459763354      -205.1906646802      -205.2094925835     -205.2118770000         0.0003450000 
t-n2h2                0      0      2      -109.9976103734      -110.3313931570      -110.3418393019     -110.3431600000         0.0002270000 
tetrahedrane          0      0      4      -153.5954952370      -154.1295613094      -154.1498166343     -154.1508670000         0.0002280000 
thiophene             0      0      9      -551.3069865450      -551.9759208435      -552.0049950429     -552.0080720000         0.0004480000 
trans-c2f2cl2         0      0     14     -1193.5656146539     -1194.4942467229     -1194.5201727432    -1194.5226100000         0.0003030000 
