Molecule         Charge     2S frozen           E_RHF (Eh)          E_CCSD (Eh)       E_CCSD(T) (Eh)
----------------------------------------------------------------------------------------------------
hccf                  0      0      3      -175.6517807233      -176.0966703830      -176.1110552060
hcl                   0      0      5      -460.0815513948      -460.2362491489      -460.2380738400
hclo4                 0      0      9      -759.0681943308      -759.9763755533      -760.0061523327
hcn                   0      0      2       -92.8786012482       -93.1675133737       -93.1791620912
hcno                  0      0      3      -167.6373730172      -168.1244836630      -168.1466971227
hcof                  0      0      3      -212.7586381612      -213.2589316878      -213.2724782391
hf                    0      0      1      -100.0020000128      -100.2022809635      -100.2035300753
hnc                   0      0      2       -92.8586628585       -93.1403625528       -93.1513768351
hnco                  0      0      3      -167.7709029634      -168.2359316791      -168.2542366041
hnnn                  0      0      3      -163.8483281446      -164.3441353575      -164.3671549953
hno                   0      0      2      -129.7926717247      -130.1474812294      -130.1588946146
hocl                  0      0      6      -534.8615521222      -535.2027472075      -535.2098237794
hoclo                 0      0      7      -609.5655019537      -610.1038143349      -610.1207089714
hoclo2                0      0      8      -684.3120804129      -685.0416180560      -685.0666246410
hocn                  0      0      3      -167.7270380622      -168.1950621469      -168.2112787128
hof                   0      0      2      -174.7331343563      -175.1254376654      -175.1336637768
honc                  0      0      3      -167.6330859683      -168.1028235390      -168.1195340204
hooh                  0      0      2      -150.7621812677      -151.1498841195      -151.1576796851
ketene                0      0      3      -151.7319381155      -152.1719960660      -152.1883037338
methanol              0      0      2      -115.0281958477      -115.3630905599      -115.3691523299
n-butane              0      0      4      -157.2791080737      -157.8592636106      -157.8738302997
n-pentane             0      0      5      -196.3107963531      -197.0326922907      -197.0514538463
n2                    0      0      2      -108.9537505521      -109.2635991533      -109.2755415220
n2h4                  0      0      2      -111.1622935508      -111.5111144521      -111.5177869822
n2o                   0      0      3      -183.6953963633      -184.2089310638      -184.2330969303
n2o4                  0      0      6      -408.0663143940      -409.1734076708      -409.2274930652
nccn                  0      0      4      -184.6027857389      -185.1641520795      -185.1911735123
nh2cl                 0      0      6      -515.0599140407      -515.3838442749      -515.3908213089
nh2f                  0      0      2      -154.9586622265      -155.3266792508      -155.3335470164
nh2oh                 0      0      2      -130.9742129106      -131.3409371052      -131.3478893361
nh3                   0      0      1       -56.1760976909       -56.3591348926       -56.3614488414
o3                    0      0      3      -224.2667370586      -224.8764851867      -224.9092863758
ocs                   0      0      7      -510.2906138039      -510.7317793570      -510.7518238131
oxadiazole            0      0      5      -260.5571535956      -261.3362365221      -261.3705837307
oxetane               0      0      4      -191.9020811695      -192.5027738608      -192.5195030476
oxirane               0      0      3      -152.8631970281      -153.3250452073      -153.3380953715
oxirene               0      0      3      -151.5849162700      -152.0375223193      -152.0546349974
p2                    0      0     10      -681.4653583271      -681.7102018014      -681.7244350673
p4                    0      0     20     -1362.9884655041     -1363.4706954988     -1363.4991078286
pf3                   0      0      8      -639.1379505003      -639.8178775432      -639.8304470023
pf5                   0      0     10      -838.0479315540      -839.1080438543      -839.1257251207
ph3                   0      0      5      -342.4626189299      -342.5990015752      -342.6018634590
propane               0      0      3      -118.2474165617      -118.6858575587      -118.6962484418
propene               0      0      3      -117.0622262998      -117.4816590020      -117.4942904715
propyne               0      0      3      -115.8605212169      -116.2617414314      -116.2762765595
pyrrole               0      0      5      -208.8073400508      -209.5031303417      -209.5305751219
s2o                   0      0     11      -869.8469018641      -870.3219996389      -870.3445684129
s3                    0      0     15     -1192.5393585519     -1192.9699665979     -1192.9932211354
s4-c2v                0      0     20     -1590.0407759389     -1590.6325716115     -1590.6708156563
sf6                   0      0     11      -994.0059786891      -995.2988719894      -995.3231836627
si2h6                 0      0     10      -581.3263605399      -581.5368172599      -581.5421869595
sif4                  0      0      9      -686.9340376999      -687.7727384495      -687.7852046527
sih3f                 0      0      6      -390.1544836754      -390.4426527428      -390.4471799673
sih4                  0      0      5      -291.2345156891      -291.3441728370      -291.3463113439
silole                0      0      9      -443.8473108248      -444.4736644842      -444.4993438085
sio                   0      0      6      -363.7897744129      -364.0690898292      -364.0808352532
so2                   0      0      7      -547.1790500700      -547.6947558315      -547.7151685979
so3                   0      0      8      -621.9922219365      -622.6849409866      -622.7099720794
t-butadiene           0      0      4      -154.9137155154      -155.4555646147      -155.4752838926
t-hcoh                0      0      2      -113.7863323359      -114.0991444508      -114.1071620038
t-hono                0      0      3      -204.6455330421      -205.1908094214      -205.2098656568
t-n2h2                0      0      2      -109.9956615298      -110.3317949538      -110.3424893927
tetrahedrane          0      0      4      -153.5954952370      -154.1295613074      -154.1498166407
thiophene             0      0      9      -551.3066253299      -551.9764452012      -552.0054386935
trans-c2f2cl2         0      0     14     -1193.5655948067     -1194.4943332393     -1194.5202501579
