Molecule         Charge     2S frozen           E_RHF (Eh)          E_CCSD (Eh)       E_CCSD(T) (Eh)
----------------------------------------------------------------------------------------------------
ccl2h2                0      0     11      -958.0775808079      -958.6688742932      -958.6938012550
ccl2o                 0      0     12     -1031.8001871076     -1032.5854842102     -1032.6235199649
ccl3h                 0      0     16     -1417.0004065660     -1417.7829610371     -1417.8183901694
ccl4                  0      0     21     -1875.9140350813     -1876.8901377582     -1876.9366712733
cclh3                 0      0      6      -499.1477776086      -499.5507672088      -499.5659229582
cf2                   0      0      3      -236.7549562735      -237.3963781163      -237.4190761203
cf2cl2                0      0     13     -1155.8565613814     -1156.9198349086     -1156.9610798863
cf4                   0      0      5      -435.8152947151      -436.9654296271      -437.0010961308
ch2-sing              0      0      1       -38.8923091642       -39.0565639062       -39.0613793648
ch2c                  0      0      2       -76.7936915378       -77.1028045675       -77.1170207739
ch2clf                0      0      7      -598.0330954111      -598.6704709825      -598.6932895745
ch2f2                 0      0      3      -237.9950604058      -238.6786592157      -238.6992954510
ch2nh                 0      0      2       -94.0671414169       -94.4560452775       -94.4727713594
ch3f                  0      0      2      -139.0944257648      -139.5447236498      -139.5579147519
ch3nh2                0      0      2       -95.2531901987       -95.6819168920       -95.6967015249
ch3ph2                0      0      6      -381.5390271023      -381.9204691096      -381.9347025686
ch4                   0      0      1       -40.2133769307       -40.4318217315       -40.4380963203
chf3                  0      0      4      -336.9066583369      -337.8238190316      -337.8520445769
cis-c2f2cl2           0      0     14     -1193.6882001499     -1194.8983882864     -1194.9493361062
cl2                   0      0     10      -918.9987087921      -919.4091249845      -919.4264592937
cl2o                  0      0     11      -993.7774339326      -994.4287093831      -994.4583041633
clcn                  0      0      7      -551.8298289459      -552.3696295480      -552.3979456502
clcof                 0      0      8      -671.7674882858      -672.5969130470      -672.6319901651
clf                   0      0      6      -558.9007617651      -559.3633175493      -559.3797397375
clf3                  0      0      8      -757.6578034909      -758.6595744086      -758.6984527521
clf5                  0      0     10      -956.3983423479      -957.9445932443      -958.0064454905
clno                  0      0      7      -588.7670533305      -589.4077639759      -589.4434858487
cloocl                0      0     12     -1068.5654294488     -1069.4595927235     -1069.5024553058
co                    0      0      2      -112.7799500288      -113.1385326817      -113.1555383862
co2                   0      0      3      -187.7066645984      -188.2986241813      -188.3271641090
cs                    0      0      6      -435.3523515073      -435.6713994159      -435.6927017152
cs2                   0      0     11      -832.9665677296      -833.4727033692      -833.5075008503
cyclobutadiene        0      0      4      -153.6949280732      -154.3549697507      -154.3905733114
cyclobutane           0      0      4      -156.1500547939      -156.8837643304      -156.9135999200
cyclobutene           0      0      4      -154.9529338852      -155.6457560590      -155.6775826447
cyclopentadiene       0      0      5      -192.8576148262      -193.6942406245      -193.7360751398
cyclopropane          0      0      3      -117.1011237987      -117.6482731572      -117.6703046261
cyclopropene          0      0      3      -115.8648699050      -116.3737488103      -116.3980004286
dioxetan2one          0      0      5      -301.5890024783      -302.5973975118      -302.6422256508
dioxetane             0      0      4      -227.8177693112      -228.6353836763      -228.6676808345
dioxirane             0      0      3      -188.6772553727      -189.3281399775      -189.3573636904
dithiotane            0      0     12      -873.1550757624      -873.8811842327      -873.9166032605
ethanol               0      0      3      -154.1427056086      -154.7730777085      -154.7953117757
f2                    0      0      2      -198.7519135612      -199.2780945273      -199.2961071674
f2co                  0      0      4      -311.7375134471      -312.6102785133      -312.6422971406
f2o                   0      0      3      -273.5576979228      -274.3196520661      -274.3492639027
fccf                  0      0      4      -274.5666360958      -275.3599042601      -275.3915559177
fno                   0      0      3      -228.7060334639      -229.3958241917      -229.4287658165
foof                  0      0      4      -348.3324380349      -349.3566553665      -349.4067775450
formamide             0      0      3      -169.0015442904      -169.6157898093      -169.6416385620
formic-anhydride      0      0      5      -301.5974373552      -302.6030031781      -302.6483473118
formic                0      0      3      -188.8412053008      -189.4756915925      -189.5019044988
furan                 0      0      5      -228.7068535375      -229.5906230085      -229.6349763322
glyoxal               0      0      4      -226.6757487748      -227.4522755415      -227.4874139240
h2                    0      0      0        -1.1329503570        -1.1723362972        -1.1723362972
h2co                  0      0      2      -113.9115958546      -114.3172765572      -114.3338535261
h2o                   0      0      1       -76.0570982357       -76.3245536824       -76.3322065209
h2s                   0      0      5      -398.7129525147      -398.9275422529      -398.9353946226
hccf                  0      0      3      -175.7123607888      -176.2701689467      -176.2943358307
hcl                   0      0      5      -460.1068070035      -460.3295596704      -460.3372141609
hclo4                 0      0      9      -759.2848470677      -760.4553793502      -760.5100258501
hcn                   0      0      2       -92.9075514891       -93.2572191488       -93.2751895625
hcno                  0      0      3      -167.6922949342      -168.2879726444      -168.3212948730
hcof                  0      0      3      -212.8320314510      -213.4724551586      -213.4972315730
hf                    0      0      1      -100.0580666399      -100.3319934774      -100.3383539703
hnc                   0      0      2       -92.8918798731       -93.2340554985       -93.2513949593
hnco                  0      0      3      -167.8287089829      -168.4038572284      -168.4327373431
hnnn                  0      0      3      -163.9021304861      -164.5042299176      -164.5386354443
hno                   0      0      2      -129.8362970700      -130.2785786547      -130.2984358129
hocl                  0      0      6      -534.9195971740      -535.3766662985      -535.3945938563
hoclo                 0      0      7      -609.6705298076      -610.3739314455      -610.4068055465
hoclo2                0      0      8      -684.4748182140      -685.4186107502      -685.4644079155
hocn                  0      0      3      -167.7892843184      -168.3675803788      -168.3948693147
hof                   0      0      2      -174.8040708088      -175.3163059063      -175.3342772128
honc                  0      0      3      -167.6941268560      -168.2732047506      -168.3011138780
hooh                  0      0      2      -150.8359577912      -151.3401381481      -151.3585916435
ketene                0      0      3      -151.7841332828      -152.3319728997      -152.3583392076
methanol              0      0      2      -115.0893469257      -115.5360146888      -115.5507666562
n-butane              0      0      4      -157.3554868402      -158.1252082939      -158.1537739761
n-pentane             0      0      5      -196.4032282031      -197.3573066593      -197.3934613016
n2                    0      0      2      -108.9829438288      -109.3553256063      -109.3739054886
n2h4                  0      0      2      -111.2241333853      -111.6822617573      -111.6986806150
n2o                   0      0      3      -183.7488362400      -184.3716411015      -184.4071435638
n2o4                  0      0      6      -408.1911085921      -409.5453145113      -409.6249037982
nccn                  0      0      4      -184.6470794224      -185.3150409107      -185.3543064822
nh2cl                 0      0      6      -515.1090821267      -515.5444424756      -515.5618858082
nh2f                  0      0      2      -155.0241313452      -155.5090733770      -155.5251089501
nh2oh                 0      0      2      -131.0414082461      -131.5210684522      -131.5381527101
nh3                   0      0      1       -56.2177998448       -56.4655316086       -56.4731797139
o3                    0      0      3      -224.3416305849      -225.0859121495      -225.1327040614
ocs                   0      0      7      -510.3390019591      -510.8874554677      -510.9187077045
oxadiazole            0      0      5      -260.6357331688      -261.5894399712      -261.6420378707
oxetane               0      0      4      -191.9794642466      -192.7557811454      -192.7869327339
oxirane               0      0      3      -152.9257952657      -153.5195039358      -153.5436747476
oxirene               0      0      3      -151.6424132520      -152.2042948730      -152.2322194304
p2                    0      0     10      -681.4891386765      -681.7854247676      -681.8072089103
p4                    0      0     20     -1363.0467113451     -1363.6474133854     -1363.6929333576
pf3                   0      0      8      -639.2974628746      -640.1954612862      -640.2238343600
pf5                   0      0     10      -838.3074320397      -839.7134145760      -839.7555004277
ph3                   0      0      5      -342.4874192293      -342.6858013869      -342.6924509191
propane               0      0      3      -118.3077197310      -118.8930612105      -118.9140487629
propene               0      0      3      -117.1161953125      -117.6598949841      -117.6824534157
propyne               0      0      3      -115.9077985872      -116.4116909063      -116.4354485264
pyrrole               0      0      5      -208.8837901405      -209.7488705887      -209.7929061700
s2o                   0      0     11      -869.9308533199      -870.5347470091      -870.5714504889
s3                    0      0     15     -1192.5986124800     -1193.1533004537     -1193.1917692605
s4-c2v                0      0     20     -1590.1176046054     -1590.8765181976     -1590.9362428516
sf6                   0      0     11      -994.3005292500      -996.0200812359      -996.0753164316
si2h6                 0      0     10      -581.3707768981      -581.6854623414      -581.6947735585
sif4                  0      0      9      -687.1479440183      -688.2552237909      -688.2862852544
sih3f                 0      0      6      -390.2254066190      -390.6306699174      -390.6411590069
sih4                  0      0      5      -291.2605728411      -291.4335134355      -291.4373289194
silole                0      0      9      -443.9233147598      -444.7167461981      -444.7566931759
sio                   0      0      6      -363.8383877949      -364.1770541945      -364.1949134583
so2                   0      0      7      -547.2870303372      -547.9368097994      -547.9704096273
so3                   0      0      8      -622.1437804906      -623.0197313592      -623.0624896068
t-butadiene           0      0      4      -154.9772698380      -155.6636022089      -155.6959113147
t-hcoh                0      0      2      -113.8353734775      -114.2359225006      -114.2515487726
t-hono                0      0      3      -204.7211359667      -205.4010682954      -205.4335224786
t-n2h2                0      0      2      -110.0381803878      -110.4589835252      -110.4779998759
tetrahedrane          0      0      4      -153.6517590702      -154.3125270253      -154.3455641203
thiophene             0      0      9      -551.3790226501      -552.2155545118      -552.2619244610
trans-c2f2cl2         0      0     14     -1193.6900282805     -1194.8997993470     -1194.9506746657
